SKU,Name,Category,Brand,Seller,Color,Balance,Balance FBS,Comments,Final price,Max price,Min price,Average price,Sales,Revenue,Revenue potential,Revenue average,Lost profit,Lost profit percent,URL,Thumb,Days in stock,Days with sales,Average if in stock,Rating,Basic Sale,Basic Sale Price,Promo Sale,Base price,SPP,SPP Price,FBS,Subject ID,Category Position,Categories Last Count,Sales Per Day Average,Country,Gender,First Date,First Comment Date,Pics Count,Has 3D,Hax Video,Comments Valuation,Card Rating,Subject,Purchase,Purchase After Return,13.02.2023 Sales,14.02.2023 Sales,15.02.2023 Sales,16.02.2023 Sales,17.02.2023 Sales,18.02.2023 Sales,19.02.2023 Sales,20.02.2023 Sales,21.02.2023 Sales,22.02.2023 Sales,23.02.2023 Sales,24.02.2023 Sales,25.02.2023 Sales,26.02.2023 Sales,27.02.2023 Sales,28.02.2023 Sales,01.03.2023 Sales,02.03.2023 Sales,03.03.2023 Sales,04.03.2023 Sales,05.03.2023 Sales,06.03.2023 Sales,07.03.2023 Sales,08.03.2023 Sales,09.03.2023 Sales,10.03.2023 Sales,11.03.2023 Sales,12.03.2023 Sales,13.03.2023 Sales,14.03.2023 Sales,13.02.2023 Revenue,14.02.2023 Revenue,15.02.2023 Revenue,16.02.2023 Revenue,17.02.2023 Revenue,18.02.2023 Revenue,19.02.2023 Revenue,20.02.2023 Revenue,21.02.2023 Revenue,22.02.2023 Revenue,23.02.2023 Revenue,24.02.2023 Revenue,25.02.2023 Revenue,26.02.2023 Revenue,27.02.2023 Revenue,28.02.2023 Revenue,01.03.2023 Revenue,02.03.2023 Revenue,03.03.2023 Revenue,04.03.2023 Revenue,05.03.2023 Revenue,06.03.2023 Revenue,07.03.2023 Revenue,08.03.2023 Revenue,09.03.2023 Revenue,10.03.2023 Revenue,11.03.2023 Revenue,12.03.2023 Revenue,13.03.2023 Revenue,14.03.2023 Revenue,13.02.2023 Stocks,14.02.2023 Stocks,15.02.2023 Stocks,16.02.2023 Stocks,17.02.2023 Stocks,18.02.2023 Stocks,19.02.2023 Stocks,20.02.2023 Stocks,21.02.2023 Stocks,22.02.2023 Stocks,23.02.2023 Stocks,24.02.2023 Stocks,25.02.2023 Stocks,26.02.2023 Stocks,27.02.2023 Stocks,28.02.2023 Stocks,01.03.2023 Stocks,02.03.2023 Stocks,03.03.2023 Stocks,04.03.2023 Stocks,05.03.2023 Stocks,06.03.2023 Stocks,07.03.2023 Stocks,08.03.2023 Stocks,09.03.2023 Stocks,10.03.2023 Stocks,11.03.2023 Stocks,12.03.2023 Stocks,13.03.2023 Stocks,14.03.2023 Stocks
81261840,Купальник женский раздельные 3 в 1 бикини с высокой посадкой,Женщинам/Пляжная мода/Купальники/Раздельный купальник,Sam Alex’s Jeans,ИП Тетерин Александр Александрович,"белый,черный,белый матовый",391,2,1413,2627,2627,2272,2423.7527,465,1127045,1127045,"37568,1667",0,0,https://www.wildberries.ru/catalog/81261840/detail.aspx,https://basket-05.wb.ru/vol812/part81261/81261840/images/c246x328/1.jpg,30,30,"15,5",5,63,2627,0,7100,23,2022,1,89,52,2,"15,5",Китай,Женский,2022-05-19,2022-05-23,6,0,0,"4,5",83,Белье / Раздельный купальник,42,38,3,4,6,18,13,4,16,19,12,12,12,10,22,16,10,15,30,31,25,30,23,19,10,18,27,13,17,7,11,12,7668,10224,14688,46008,33228,10224,40896,48564,30672,30672,30672,25560,56232,40896,25560,38340,68160,70432,56800,68160,52256,43168,22720,40896,61344,29536,44659,18389,28897,31524,47,47,336,338,325,639,623,608,600,596,589,583,563,549,542,531,501,475,456,425,406,395,381,369,345,399,394,396,394,391
58089661,Раздельный купальник с высокой посадкой,Женщинам/Пляжная мода/Купальники/Раздельный купальник,Sheldi,ИП Шеленина Юлия Анатольевна,черный,77,0,431,2085,2085,2085,2085.0,523,1090455,"1168344,6429","36348,5","77889,6429","6,6667",https://www.wildberries.ru/catalog/58089661/detail.aspx,https://basket-04.wb.ru/vol580/part58089/58089661/images/c246x328/1.jpg,28,28,"18,6786",5,21,2085,0,2640,23,1605,1,89,35,2,"17,4333",Китай,Женский,2022-01-22,2022-02-04,6,0,0,"4,4",77,Белье / Раздельный купальник,42,38,19,12,18,18,28,9,27,12,19,25,12,19,18,10,22,22,29,23,40,31,0,14,14,13,20,10,8,0,12,19,39615,25020,37530,37530,58380,18765,56295,25020,39615,52125,25020,39615,37530,20850,45870,45870,60465,47955,83400,64635,0,29190,29190,27105,41700,20850,16680,0,25020,39615,351,340,326,312,286,297,271,262,246,231,257,241,231,228,216,197,170,151,118,91,0,30,28,26,22,26,19,0,72,77
60796925,Женский купальник слитный закрытый для бассейна новинки 2022 пляжный сплошной спортивный утягивающий,Женщинам/Пляжная мода/Купальники/Слитный купальник,DINARIN,ИП Абраамян Д С,"красный,черный",248,1,300,3595,3595,3091,3451.9143,315,1087353,1087353,"36245,1",0,0,https://www.wildberries.ru/catalog/60796925/detail.aspx,https://basket-04.wb.ru/vol607/part60796/60796925/images/c246x328/1.jpg,30,30,"10,5",5,50,3595,0,7190,24,2732,1,90,250,2,"10,5",Китай,Женский,2022-02-16,2022-02-18,12,0,0,"4,7",97,Белье / Слитный купальник,46,41,17,11,17,19,8,16,9,5,7,11,10,12,11,11,7,11,10,6,6,7,8,13,6,6,12,9,12,18,10,10,52547,34001,52547,58729,27608,55216,31059,17255,24157,37961,34510,41412,38753,38753,25165,39545,35950,21570,21570,25165,28760,46735,21570,21570,43140,32355,43140,64710,35950,35950,166,164,153,141,141,132,128,127,132,126,123,115,108,101,99,91,90,94,95,94,93,86,91,99,91,87,80,70,226,248
61076247,Купальник женский слитный большие размеры сплошной закрытый,Женщинам/Пляжная мода/Купальники/Слитный купальник,Я разная,Me Different,"черный,прозрачный,чернильный,иссиня-черный",285,0,1411,2088,2088,1392,1867.026,576,1075407,1075407,"35846,9",0,0,https://www.wildberries.ru/catalog/61076247/detail.aspx,https://basket-04.wb.ru/vol610/part61076/61076247/images/c246x328/1.jpg,30,30,"19,2",5,76,2088,0,8700,23,1607,1,90,66,2,"19,2",,Женский,2022-02-01,2022-02-03,8,0,1,"4,7",100,Белье / Слитный купальник,46,41,5,13,26,24,22,20,25,18,22,16,4,25,15,31,36,17,23,22,16,23,18,21,7,18,18,13,12,18,25,23,10005,26013,36192,33408,30624,27840,34800,25056,30624,32016,8004,50025,30015,62031,72036,34017,46023,44022,33408,48024,37584,43848,14616,37584,37584,27144,25056,37584,52200,48024,174,166,137,120,101,82,64,46,29,16,20,316,304,276,242,453,434,413,401,390,374,361,361,353,338,329,319,313,295,285
30973770,купальник раздельный женский пуш ап,Женщинам/Пляжная мода/Купальники/Раздельный купальник,Valery,Valery,розовый,91,0,613,3156,3156,2597,3044.2756,352,1071585,1071585,"35719,5",0,0,https://www.wildberries.ru/catalog/30973770/detail.aspx,https://basket-03.wb.ru/vol309/part30973/30973770/images/c246x328/1.jpg,30,30,"11,7333",5,63,3156,0,8530,24,2398,1,89,-1,0,"11,7333",Китай,Женский,2021-06-15,2021-06-26,10,0,1,"4,5",97,Белье / Раздельный купальник,42,38,19,22,11,11,4,10,14,8,13,13,12,11,9,8,6,10,7,8,13,6,13,5,11,12,17,15,12,19,15,18,49343,57134,34100,34100,12400,31000,43400,24800,40300,40300,37200,34100,27900,24800,18600,31000,21700,24800,40300,18600,40300,15500,34100,37200,52700,46500,37200,58900,46500,56808,74,55,49,141,144,135,120,116,99,92,83,77,70,67,66,66,180,182,174,180,173,175,166,163,151,137,128,117,105,91
30982922,Купальник слитный женский утягивающий сплошной закрытый пляж,Женщинам/Пляжная мода/Купальники/Слитный купальник,Aesthetic brand,ИП Корнюхин Михаил Сергеевич,"черный,белый",370,1,598,2505,2505,2505,2505.0,420,1052100,1052100,35070,0,0,https://www.wildberries.ru/catalog/30982922/detail.aspx,https://basket-03.wb.ru/vol309/part30982/30982922/images/c246x328/1.jpg,30,30,14,5,52,2505,0,5220,23,1929,1,90,101,2,14,Китай,Женский,2021-06-08,2021-06-19,19,0,1,"4,8",100,Белье / Слитный купальник,46,41,20,13,20,13,12,13,18,21,15,11,14,16,13,12,11,15,15,15,13,15,15,13,12,9,13,13,13,19,9,9,50100,32565,50100,32565,30060,32565,45090,52605,37575,27555,35070,40080,32565,30060,27555,37575,37575,37575,32565,37575,37575,32565,30060,22545,32565,32565,32565,47595,22545,22545,504,497,483,482,474,466,527,510,498,495,483,468,461,457,450,442,459,449,442,432,424,416,408,401,394,390,382,365,370,370
63002111,Купальник женский слитный закрытый для бассейна,Женщинам/Пляжная мода/Купальники/Слитный купальник,SiVMiA,Лапшина Светлана Сергеевна,черный,654,2,1219,2800,2800,2408,2594.5736,401,1040424,1040424,"34680,8",0,0,https://www.wildberries.ru/catalog/63002111/detail.aspx,https://basket-04.wb.ru/vol630/part63002/63002111/images/c246x328/1.jpg,30,30,"13,3667",5,72,2800,0,10000,23,2156,1,90,83,2,"13,3667",Китай,Женский,2022-02-14,2022-02-22,19,0,1,"4,6",97,Белье / Слитный купальник,46,41,24,8,19,29,18,13,14,18,21,19,15,10,14,13,9,7,18,11,7,11,14,11,7,9,12,5,18,10,9,8,57792,19264,45752,69832,43344,32760,35280,45360,52920,48412,38220,25760,37240,34580,23940,18620,47880,29260,18620,29876,38024,30184,19208,24696,33600,14000,50400,28000,25200,22400,290,312,299,269,254,246,232,219,200,312,327,322,312,455,445,444,427,422,422,414,406,403,402,429,419,420,405,512,655,654
41247797,Раздельный купальник,Женщинам/Пляжная мода/Купальники/Раздельный купальник,SWIMSWEET,ИП Шереметьева В В,хаки,51,1,766,4900,4900,4900,4900.0,212,1038800,1038800,"34626,6667",-0,-0,https://www.wildberries.ru/catalog/41247797/detail.aspx,https://basket-03.wb.ru/vol412/part41247/41247797/images/c246x328/1.jpg,30,30,"7,0667",5,0,4900,0,4900,24,3724,1,89,29,2,"7,0667",Россия,Женский,2021-10-07,2021-08-21,4,0,0,"4,7",80,Белье / Раздельный купальник,42,38,13,5,4,8,6,5,6,2,1,4,5,10,12,10,15,11,3,6,5,3,6,13,2,7,9,5,8,14,8,6,63700,24500,19600,39200,29400,24500,29400,9800,4900,19600,24500,49000,58800,49000,73500,53900,14700,29400,24500,14700,29400,63700,9800,34300,44100,24500,39200,68600,39200,29400,32,28,26,31,25,34,31,30,39,75,70,55,48,42,27,18,32,29,32,32,44,31,33,56,63,56,58,49,42,51
77174737,Женский закрытый купальник слитный утягивающий ,Женщинам/Пляжная мода/Купальники/Слитный купальник,EviKiSS,ИП Пегушина В Н,черный,111,0,174,3249,3249,3192,3205.0031,320,1025601,1025601,"34186,7",-0,-0,https://www.wildberries.ru/catalog/77174737/detail.aspx,https://basket-05.wb.ru/vol771/part77174/77174737/images/c246x328/1.jpg,30,30,"10,6667",5,43,3249,0,5700,24,2469,1,90,133,2,"10,6667",Китай,Женский,2022-05-19,2022-05-23,9,0,0,"4,6",77,Белье / Слитный купальник,46,41,16,10,7,12,8,10,11,9,5,8,8,6,11,10,15,12,8,17,7,10,18,11,6,12,15,8,10,19,11,10,51072,31920,22344,38304,25536,31920,35112,28728,15960,25536,25536,19152,35112,31920,47880,38304,25536,54264,22344,31920,57456,35112,19152,38304,48735,25992,32490,61731,35739,32490,181,178,175,167,160,156,144,137,135,135,129,126,122,157,141,132,125,107,105,167,153,147,149,145,132,132,125,108,113,111
46885614,Купальник для беременных слитный женский,Женщинам/Пляжная мода/Купальники/Слитный купальник,ChicCherry,ИП Сахатаров Вг,черный,187,0,342,3000,3100,3000,3014.1176,340,1024800,1024800,34160,0,0,https://www.wildberries.ru/catalog/46885614/detail.aspx,https://basket-04.wb.ru/vol468/part46885/46885614/images/c246x328/1.jpg,30,30,"11,3333",5,40,3000,0,5000,24,2280,1,90,37,2,"11,3333",Россия,Женский,2021-11-15,2021-11-26,9,0,1,"4,7",100,Белье / Слитный купальник,46,41,10,7,11,10,10,5,14,10,11,4,6,6,9,10,11,18,17,18,9,12,14,14,5,14,32,10,7,15,16,5,30000,21000,33000,30000,30000,15000,42000,30000,33000,12000,18000,18000,27000,30000,33000,54000,51000,54000,27000,36000,42000,42000,15000,42000,97600,31000,21700,46500,48000,15000,263,258,251,243,236,236,227,225,218,222,219,210,204,198,185,172,155,139,158,146,133,123,126,115,83,76,183,174,181,187
84856256,Купальник слитный женский корректирующий высокая посадка,Женщинам/Пляжная мода/Купальники/Слитный купальник,Delyamer swim,ИП Медведев А Л,"коричневый,черный",460,0,347,3031,3031,2467,2563.6045,397,1017751,1017751,"33925,0333",0,0,https://www.wildberries.ru/catalog/84856256/detail.aspx,https://basket-05.wb.ru/vol848/part84856/84856256/images/c246x328/1.jpg,30,30,"13,2333",5,57,3031,0,7050,24,2303,1,90,129,2,"13,2333",Китай,Женский,2022-06-03,2022-05-16,3,0,1,"4,8",100,Белье / Слитный купальник,46,41,17,17,12,11,6,11,16,12,19,8,21,11,13,11,16,17,14,18,11,21,18,8,17,4,11,14,9,11,12,11,41939,41939,29604,27137,14802,27137,39472,29604,46873,19736,51807,27137,32071,27137,39472,41939,34538,44406,27137,51807,44406,19736,41939,9868,33341,42434,27279,33341,36372,33341,452,436,427,418,418,433,417,470,452,450,429,424,441,495,488,478,464,452,442,418,417,410,395,401,450,443,449,460,462,460
72285278,Купальник раздельный женский корректирующий бразилиана,Женщинам/Пляжная мода/Купальники/Раздельный купальник,Delyamer swim,ИП Медведев А Л,черный,376,1,1336,3090,3090,2060,2429.1751,417,1012966,1012966,"33765,5333",0,0,https://www.wildberries.ru/catalog/72285278/detail.aspx,https://basket-05.wb.ru/vol722/part72285/72285278/images/c246x328/1.jpg,30,30,"13,9",5,40,3090,0,5150,24,2348,1,89,42,2,"13,9",Китай,Женский,2022-04-07,2022-04-13,5,0,1,"4,4",87,Белье / Раздельный купальник,42,38,9,12,14,10,4,4,11,9,8,13,8,8,14,17,17,23,33,30,20,28,18,21,20,16,11,12,7,12,3,5,23634,31512,36764,26260,10504,10504,28886,23634,21008,34138,21008,21008,36764,44642,44642,60398,67980,61800,41200,57680,37080,43260,41200,32960,33990,37080,21630,37080,9270,15450,525,517,510,505,507,505,496,492,488,480,477,470,465,452,442,412,356,325,308,283,320,300,282,271,301,305,312,355,367,376
77101020,Раздельный купальник женский для бассейна пляжа спортивный,Женщинам/Пляжная мода/Купальники/Раздельный купальник,MIMIGIRL,ИП Еремин Максим Златиславович,"черный,белый",397,0,178,3279,3279,2719,3083.1718,326,1005114,1005114,"33503,8",0,0,https://www.wildberries.ru/catalog/77101020/detail.aspx,https://basket-05.wb.ru/vol771/part77101/77101020/images/c246x328/1.jpg,30,30,"10,8667",4,59,3279,0,7998,24,2492,1,89,48,2,"10,8667",Китай,Женский,2022-05-01,2022-05-04,8,0,0,"4,7",90,Белье / Раздельный купальник,42,38,24,7,12,10,8,13,16,11,15,12,15,8,11,19,13,14,11,9,6,15,11,5,1,5,3,3,17,10,12,10,65256,20713,35508,29590,23672,38467,47344,32549,44385,36468,45585,24312,33429,57741,39507,43666,36069,29511,19674,49185,36069,16395,3279,16395,9837,9837,55743,32790,39348,32790,304,301,322,315,313,307,293,289,275,266,253,247,245,231,223,216,208,208,208,192,181,184,188,185,181,376,364,352,396,397
36120813,Купальник женский слитный с чашками для бассейна открытый,Женщинам/Пляжная мода/Купальники/Слитный купальник,Bona Fide,ИП Иванова Анна Владиславовна,коралловый,109,0,222,4950,4950,4950,4950.0,203,1004850,1004850,33495,0,0,https://www.wildberries.ru/catalog/36120813/detail.aspx,https://basket-03.wb.ru/vol361/part36120/36120813/images/c246x328/1.jpg,30,30,"6,7667",4,0,4950,0,4950,24,3762,1,90,137,2,"6,7667",Россия,Женский,2021-08-08,2021-08-28,15,0,1,"4,4",97,Белье / Слитный купальник,46,41,9,6,9,6,7,5,9,9,4,5,8,2,7,21,13,3,5,11,3,4,9,8,2,2,12,5,6,4,7,2,44550,29700,44550,29700,34650,24750,44550,44550,19800,24750,39600,9900,34650,103950,64350,14850,24750,54450,14850,19800,44550,39600,9900,9900,59400,24750,29700,19800,34650,9900,160,155,151,148,144,145,140,131,133,132,128,127,124,107,100,101,96,90,88,88,81,73,81,112,101,99,108,111,110,109
