SKU,Name,Category,Brand,Seller,Color,Balance,Balance FBS,Comments,Final price,Max price,Min price,Average price,Sales,Revenue,Revenue potential,Revenue average,Lost profit,Lost profit percent,URL,Thumb,Days in stock,Days with sales,Average if in stock,Rating,Basic Sale,Basic Sale Price,Promo Sale,Base price,SPP,SPP Price,FBS,Subject ID,Category Position,Categories Last Count,Sales Per Day Average,Country,Gender,First Date,First Comment Date,Pics Count,Has 3D,Hax Video,Comments Valuation,Card Rating,Subject,Purchase,Purchase After Return,13.02.2023 Sales,14.02.2023 Sales,15.02.2023 Sales,16.02.2023 Sales,17.02.2023 Sales,18.02.2023 Sales,19.02.2023 Sales,20.02.2023 Sales,21.02.2023 Sales,22.02.2023 Sales,23.02.2023 Sales,24.02.2023 Sales,25.02.2023 Sales,26.02.2023 Sales,27.02.2023 Sales,28.02.2023 Sales,01.03.2023 Sales,02.03.2023 Sales,03.03.2023 Sales,04.03.2023 Sales,05.03.2023 Sales,06.03.2023 Sales,07.03.2023 Sales,08.03.2023 Sales,09.03.2023 Sales,10.03.2023 Sales,11.03.2023 Sales,12.03.2023 Sales,13.03.2023 Sales,14.03.2023 Sales,13.02.2023 Revenue,14.02.2023 Revenue,15.02.2023 Revenue,16.02.2023 Revenue,17.02.2023 Revenue,18.02.2023 Revenue,19.02.2023 Revenue,20.02.2023 Revenue,21.02.2023 Revenue,22.02.2023 Revenue,23.02.2023 Revenue,24.02.2023 Revenue,25.02.2023 Revenue,26.02.2023 Revenue,27.02.2023 Revenue,28.02.2023 Revenue,01.03.2023 Revenue,02.03.2023 Revenue,03.03.2023 Revenue,04.03.2023 Revenue,05.03.2023 Revenue,06.03.2023 Revenue,07.03.2023 Revenue,08.03.2023 Revenue,09.03.2023 Revenue,10.03.2023 Revenue,11.03.2023 Revenue,12.03.2023 Revenue,13.03.2023 Revenue,14.03.2023 Revenue,13.02.2023 Stocks,14.02.2023 Stocks,15.02.2023 Stocks,16.02.2023 Stocks,17.02.2023 Stocks,18.02.2023 Stocks,19.02.2023 Stocks,20.02.2023 Stocks,21.02.2023 Stocks,22.02.2023 Stocks,23.02.2023 Stocks,24.02.2023 Stocks,25.02.2023 Stocks,26.02.2023 Stocks,27.02.2023 Stocks,28.02.2023 Stocks,01.03.2023 Stocks,02.03.2023 Stocks,03.03.2023 Stocks,04.03.2023 Stocks,05.03.2023 Stocks,06.03.2023 Stocks,07.03.2023 Stocks,08.03.2023 Stocks,09.03.2023 Stocks,10.03.2023 Stocks,11.03.2023 Stocks,12.03.2023 Stocks,13.03.2023 Stocks,14.03.2023 Stocks
59154199,Купальник раздельный с высокой талией,Женщинам/Пляжная мода/Купальники/Раздельный купальник,Sheldi,ИП Шеленина Юлия Анатольевна,"голубой,белый",459,0,266,4435,4483,4435,4439.1937,950,4217234,"4362655,8621","140574,4667","145421,8621","3,3333",https://www.wildberries.ru/catalog/59154199/detail.aspx,https://basket-04.wb.ru/vol591/part59154/59154199/images/c246x328/1.jpg,29,29,"32,7586",5,6,4435,0,4719,24,3371,1,89,1,2,"31,6667",Китай,Женский,2022-01-22,2022-02-24,7,0,0,"4,6",80,Белье / Раздельный купальник,42,38,34,27,22,29,25,24,33,29,31,34,28,15,27,42,38,42,31,26,45,47,32,41,27,34,59,42,6,0,32,48,152422,121041,98626,128615,110875,106440,146355,128615,137485,150790,124180,66525,119745,186270,168530,186270,137485,115310,199575,208445,141920,181835,119745,150790,261665,186270,26610,0,141920,212880,740,714,695,672,644,622,607,577,548,520,511,543,520,490,455,419,391,667,623,582,554,517,490,460,404,370,471,0,503,459
28753583,Слитный купальник женский утягивающий спорт большие размеры,Женщинам/Пляжная мода/Купальники/Слитный купальник,Pantacolla,ИП Суряднов Михаил Андреевич,черный,701,0,1945,2994,3120,2994,3031.007,1144,3467472,3467472,"115582,4",0,0,https://www.wildberries.ru/catalog/28753583/detail.aspx,https://basket-02.wb.ru/vol287/part28753/28753583/images/c246x328/1.jpg,30,30,"38,1333",5,40,2994,0,4990,23,2305,1,90,8,2,"38,1333",Россия,Женский,2021-06-08,2021-06-20,8,0,1,"4,5",100,Белье / Слитный купальник,46,41,45,45,64,38,24,25,28,36,31,24,44,27,39,39,38,64,30,55,45,48,47,20,18,33,38,34,31,49,31,54,140400,140400,199680,118560,74880,78000,87360,112320,96720,71856,131736,80838,116766,116766,113772,191616,89820,164670,134730,143712,140718,59880,53892,98802,113772,101796,92814,146706,92814,161676,343,318,259,225,283,260,238,259,316,298,262,247,225,192,218,163,350,304,343,312,281,496,501,483,669,651,645,616,739,701
111391697,Купальник слитный женский корректирующий для бассейна,Женщинам/Пляжная мода/Купальники/Слитный купальник,Delyamer swim,ИП Медведев А Л,черный,718,1,502,2795,3055,2210,2609.1981,1166,3042325,3042325,"101410,8333",0,0,https://www.wildberries.ru/catalog/111391697/detail.aspx,https://basket-07.wb.ru/vol1113/part111391/111391697/images/c246x328/1.jpg,30,30,"38,8667",5,57,2795,0,6500,23,2152,1,90,15,2,"38,8667",Китай,Женский,2022-07-02,2022-07-05,5,0,1,"4,5",90,Белье / Слитный купальник,46,41,43,30,43,32,16,22,42,35,53,35,55,44,43,31,51,40,38,33,25,22,107,66,56,69,49,12,19,17,10,28,114595,79950,114595,85280,42640,58630,111930,93275,141245,95550,150150,120120,117390,84630,139230,109200,103740,90090,68250,60060,236470,145860,123760,152490,149695,36660,58045,51935,28600,78260,201,181,142,113,108,165,126,461,401,371,324,282,308,441,401,376,353,409,395,469,718,652,586,518,570,598,597,690,716,718
50052655,Купальник раздельный женский со шнуровкой,Женщинам/Пляжная мода/Купальники/Раздельный купальник,MIYAMI,ИП Соломянников Дмитрий Евгеньевич,"черный,чернильный",302,1,986,2799,2799,2799,2799.0,1080,3022920,3022920,100764,0,0,https://www.wildberries.ru/catalog/50052655/detail.aspx,https://basket-04.wb.ru/vol500/part50052/50052655/images/c246x328/1.jpg,30,30,36,5,77,2799,0,12170,23,2155,1,89,2,2,36,Россия,Женский,2021-12-02,2020-06-20,7,0,0,"4,5",87,Белье / Раздельный купальник,42,38,38,27,39,40,21,21,36,32,29,39,31,27,37,61,48,50,42,48,36,38,56,28,20,22,21,30,24,57,41,41,106362,75573,109161,111960,58779,58779,100764,89568,81171,109161,86769,75573,103563,170739,134352,139950,117558,134352,100764,106362,156744,78372,55980,61578,58779,83970,67176,159543,114759,114759,214,194,156,115,329,310,278,254,223,190,170,171,431,362,314,266,226,188,316,278,223,191,166,162,145,122,122,379,337,302
110802959,Слитный сплошной закрытый купальник больших размеров,Женщинам/Пляжная мода/Купальники/Слитный купальник,ЛАУРА,ИП Кораблев Николай Алексеевич,черный,1208,0,218,2835,3060,2700,2865.6646,948,2716650,2716650,90555,0,0,https://www.wildberries.ru/catalog/110802959/detail.aspx,https://basket-07.wb.ru/vol1108/part110802/110802959/images/c246x328/1.jpg,30,30,"31,6",5,37,2835,0,4500,23,2182,1,90,10,2,"31,6",Россия,Женский,2022-07-04,2022-07-11,20,0,1,"4,8",80,Белье / Слитный купальник,46,41,71,52,30,22,14,19,30,25,24,21,18,34,33,43,38,40,43,33,32,38,32,21,24,33,37,18,27,43,32,21,191700,140400,91800,67320,42840,58140,91800,76500,73440,64260,55080,96390,93555,121905,107730,113400,121905,93555,90720,107730,90720,59535,68040,93555,104895,51030,76545,121905,90720,59535,1395,1348,1316,1304,1292,1272,1367,1381,1469,1459,1445,1416,1508,1469,1431,1386,1350,1321,1290,1258,1233,1229,1210,1187,1162,1152,1270,1242,1216,1208
53006134,"Слитный Купальник женский на пляж, сплошной спортивный для бассейна утягивающий, большие размеры",Женщинам/Пляжная мода/Купальники/Слитный купальник,BUSTOGRAM SWIM,ООО АМА,"черный,чернильный,иссиня-черный,горький шоколад,графит,прозрачный",414,0,1154,1975,1975,1975,1975.0,1283,2533925,2533925,"84464,1667",0,0,https://www.wildberries.ru/catalog/53006134/detail.aspx,https://basket-04.wb.ru/vol530/part53006/53006134/images/c246x328/1.jpg,30,30,"42,7667",5,56,1975,0,4490,23,1521,1,90,9,2,"42,7667",Россия,Женский,2021-12-17,2021-12-20,13,0,1,"4,8",100,Белье / Слитный купальник,46,41,54,30,50,44,30,37,38,19,43,20,17,24,29,42,30,45,35,42,67,40,30,48,39,61,54,41,59,72,49,94,106650,59250,98750,86900,59250,73075,75050,37525,84925,39500,33575,47400,57275,82950,59250,88875,69125,82950,132325,79000,59250,94800,77025,120475,106650,80975,116525,142200,96775,185650,157,134,84,171,139,158,153,206,164,440,650,635,652,614,588,611,597,539,478,446,459,445,415,361,502,461,409,543,496,414
13437098,Слитный Купальник,Женщинам/Пляжная мода/Купальники/Слитный купальник,KICKERS,ИП Павлова Марина Алексеевна,"ярко-розовый,черный",649,2,1972,3066,3099,3066,3084.2693,802,2473584,2473584,"82452,8",0,0,https://www.wildberries.ru/catalog/13437098/detail.aspx,https://basket-01.wb.ru/vol134/part13437/13437098/images/c246x328/1.jpg,30,30,"26,7333",5,69,3066,0,9893,24,2330,1,90,19,2,"26,7333",Россия,Женский,2020-07-12,2020-07-16,8,0,0,"4,7",83,Белье / Слитный купальник,46,41,30,28,24,25,21,31,27,19,14,17,18,19,23,21,35,32,30,30,33,33,30,25,18,33,38,32,36,33,23,24,92970,86772,74376,77475,65079,96069,83673,58881,43386,52683,55782,58881,71277,65079,108465,99168,92970,92970,101178,101178,91980,76650,55188,101178,116508,98112,110376,101178,70518,73584,855,841,824,800,789,764,770,752,746,744,767,758,773,758,727,703,679,667,634,623,664,646,643,619,606,582,556,679,673,649
75391781,Купальник раздельный женский корректирующий бразилиана,Женщинам/Пляжная мода/Купальники/Раздельный купальник,Delyamer swim,ИП Медведев А Л,оранжевый,325,1,1336,3090,3090,2111,2513.5949,980,2463323,"2548265,1724","82110,7667","84942,1724","3,3333",https://www.wildberries.ru/catalog/75391781/detail.aspx,https://basket-05.wb.ru/vol753/part75391/75391781/images/c246x328/1.jpg,29,29,"33,7931",5,40,3090,0,5150,24,2348,1,89,5,2,"32,6667",Китай,Женский,2022-04-27,2022-04-13,6,0,1,"4,4",87,Белье / Раздельный купальник,42,38,18,18,33,32,25,20,38,30,23,35,29,93,120,79,75,27,11,28,27,22,0,16,11,49,36,18,13,24,15,15,47268,47268,86658,84032,65650,52520,99788,78780,60398,91910,76154,196323,253320,166769,158325,70902,31724,80752,77868,63448,0,42016,28886,128674,111240,55620,40170,74160,46350,46350,359,352,326,301,281,316,281,409,392,370,346,255,130,120,50,29,34,149,134,133,0,278,280,239,271,270,289,314,320,325
59970270,Раздельный женский купальник для бассейна,Женщинам/Пляжная мода/Купальники/Раздельный купальник,marco swim,ИП Фингерман,черный,388,1,1174,2622,2682,2622,2639.0387,905,2388330,2388330,79611,0,0,https://www.wildberries.ru/catalog/59970270/detail.aspx,https://basket-04.wb.ru/vol599/part59970/59970270/images/c246x328/1.jpg,30,30,"30,1667",4,56,2622,0,5960,23,2019,1,89,4,2,"30,1667",Россия,Женский,2022-02-03,2022-02-25,9,0,0,"4,4",80,Белье / Раздельный купальник,42,38,12,14,26,25,22,28,36,30,24,20,20,20,32,31,29,38,44,35,35,40,36,23,16,48,47,24,36,41,43,30,32184,37548,69732,67050,59004,75096,96552,80460,64368,53640,53640,52440,83904,81282,76038,99636,115368,91770,91770,104880,94392,60306,41952,125856,123234,62928,94392,107502,112746,78660,621,619,625,605,602,582,584,561,549,536,575,564,550,581,557,525,497,469,440,429,399,398,482,442,406,391,362,338,347,388
60788746,Женский купальник слитный закрытый для бассейна новинки 2022 пляжный сплошной спортивный утягивающий,Женщинам/Пляжная мода/Купальники/Слитный купальник,DINARIN,ИП Абраамян Д С,"черный,красный",847,1,300,3595,3595,3091,3478.8571,672,2337792,2337792,"77926,4",0,0,https://www.wildberries.ru/catalog/60788746/detail.aspx,https://basket-04.wb.ru/vol607/part60788/60788746/images/c246x328/1.jpg,30,30,"22,4",5,50,3595,0,7190,24,2732,1,90,24,2,"22,4",Китай,Женский,2022-02-16,2022-02-18,14,0,0,"4,7",97,Белье / Слитный купальник,46,41,18,23,21,27,26,34,29,28,15,21,27,28,22,23,30,24,23,23,13,22,16,13,6,27,21,17,22,35,14,24,55638,71093,64911,83457,89726,117334,100079,96628,51765,72471,93177,96628,77506,81029,107850,86280,82685,82685,46735,79090,57520,46735,21570,97065,75495,61115,79090,125825,50330,86280,681,665,650,630,610,580,555,528,516,496,479,459,442,428,406,385,369,356,352,339,329,331,349,332,324,314,301,273,742,847
65165369,купальник женский слитные утягивающие купальник спортивный ,Женщинам/Пляжная мода/Купальники/Слитный купальник,Dirais,ИП Пасека И А,черный,321,0,1068,2381,3129,1837,2727.5945,794,2165710,2165710,"72190,3333",0,0,https://www.wildberries.ru/catalog/65165369/detail.aspx,https://basket-04.wb.ru/vol651/part65165/65165369/images/c246x328/1.jpg,30,30,"26,4667",5,65,2381,0,6804,23,1833,1,90,18,2,"26,4667",Китай,Женский,2022-03-02,2022-03-21,17,0,1,"4,7",100,Белье / Слитный купальник,46,41,32,28,23,31,83,24,28,23,27,13,9,11,15,17,25,24,39,51,43,37,44,28,5,13,23,19,12,13,16,38,100128,87612,71967,96999,152471,75096,87612,71967,84483,40677,28161,34419,46935,53193,78225,75096,95511,124899,105307,90613,107756,68572,15305,39793,70403,46531,36732,39793,48976,90478,256,235,215,185,501,471,448,434,499,499,561,608,609,588,569,552,523,476,436,411,371,344,356,361,354,341,333,343,344,321
83315806,Купальник слитный женский сплошной закрытый утягивающий пляжная мода,Женщинам/Пляжная мода/Купальники/Слитный купальник,Delyamer swim,ИП Петренко Галина Ивановна,"черный,черный графит",411,2,2632,3068,3068,2592,2633.5695,813,2141092,2141092,"71369,7333",0,0,https://www.wildberries.ru/catalog/83315806/detail.aspx,https://basket-05.wb.ru/vol833/part83315/83315806/images/c246x328/1.jpg,30,30,"27,1",5,42,3068,0,5290,24,2331,1,90,22,2,"27,1",Китай,Женский,2022-05-26,2021-05-01,3,0,0,"4,8",93,Белье / Слитный купальник,46,41,52,37,51,31,26,24,28,36,28,12,36,31,22,19,48,29,28,22,39,47,38,26,8,24,19,15,14,7,7,9,134784,95904,132192,80352,67392,62208,72576,93312,72576,31104,93312,80352,57024,49248,124416,75168,72576,57024,101088,121824,98496,67392,20736,62208,58292,46020,42952,21476,21476,27612,434,417,371,347,336,386,373,475,463,464,436,417,425,473,429,418,405,416,384,347,312,291,294,296,307,317,330,392,403,411
114529541,Купальник раздельный женский большие размеры ,Женщинам/Пляжная мода/Купальники/Раздельный купальник,Delyamer swim,ИП Медведев А Л,"чернильный,черный",751,4,1140,2813,3055,2134,2425.2372,839,2034774,"2104938,6207","67825,8","70164,6207","3,3333",https://www.wildberries.ru/catalog/114529541/detail.aspx,https://basket-08.wb.ru/vol1145/part114529/114529541/images/c246x328/1.jpg,29,29,"28,931",5,42,2813,0,4850,23,2166,1,89,6,2,"27,9667",Китай,Женский,2022-07-30,2022-05-19,5,0,0,"4,8",83,Белье / Раздельный купальник,42,38,26,18,22,25,36,29,29,32,22,28,32,20,16,20,24,34,76,56,44,46,0,39,21,48,35,15,17,9,11,9,65572,45396,55484,63050,90792,73138,73138,80704,55484,70616,80704,50440,40352,50440,60528,85748,162184,119504,93896,98164,0,83226,44814,102432,106925,45825,51935,27495,31471,25317,617,607,585,565,546,547,523,575,559,539,514,503,539,693,675,647,572,527,481,434,0,364,353,324,524,530,524,729,744,751
33267595,Купальник раздельный стринги,Женщинам/Пляжная мода/Купальники/Раздельный купальник,DETACHED,ИП Побат Никита Олегович,черный,1620,0,1518,1289,1769,1229,1509.5962,1325,2000215,2000215,"66673,8333",-0,-0,https://www.wildberries.ru/catalog/33267595/detail.aspx,https://basket-03.wb.ru/vol332/part33267/33267595/images/c246x328/1.jpg,30,30,"44,1667",5,57,1289,0,2999,23,992,1,89,25,1,"44,1667",Россия,Женский,2021-06-27,2021-07-01,4,0,0,"4,6",87,Белье / Раздельный купальник,42,38,116,66,27,27,15,21,37,27,32,34,38,24,26,55,30,35,38,25,36,45,43,57,46,39,59,63,65,85,49,65,142564,81114,47763,47763,26085,36519,64343,46953,55648,59126,66082,41736,45214,95645,52170,60865,66082,43475,62604,78255,74777,76893,62054,52611,79591,84987,87685,114665,63161,83785,1614,1553,2059,2045,2050,2039,2012,2003,1970,1950,1932,1927,1910,1865,1844,1815,1785,2082,2051,2015,1971,1922,1854,1975,1923,1867,1806,1728,1680,1620
34507957,Женский раздельный купальник с шортами,Женщинам/Пляжная мода/Купальники/Раздельный купальник,Lanna,ООО Ланна,"черный,белый",116,0,456,2142,2142,2142,2142.0,932,1996344,1996344,"66544,8",0,0,https://www.wildberries.ru/catalog/34507957/detail.aspx,https://basket-03.wb.ru/vol345/part34507/34507957/images/c246x328/1.jpg,30,30,"31,0667",4,76,2142,0,8929,23,1650,1,89,8,2,"31,0667",Китай,Женский,2021-07-28,2021-08-08,8,0,0,"4,3",80,Белье / Раздельный купальник,42,38,27,18,49,22,24,16,35,16,22,27,31,24,32,31,54,27,40,22,39,35,33,31,29,45,51,42,32,28,24,26,57834,38556,104958,47124,51408,34272,74970,34272,47124,57834,66402,51408,68544,66402,115668,57834,85680,47124,83538,74970,70686,66402,62118,96390,109242,89964,68544,59976,51408,55692,228,219,175,192,258,251,222,215,194,162,279,262,229,204,152,126,84,66,161,140,112,308,283,242,207,183,155,136,128,116
81178464,Купальник женский раздельный,Женщинам/Пляжная мода/Купальники/Раздельный купальник,Lovel noir,ИП Рогожина Надежда Николаевна,черный,564,2,180,2450,2450,2050,2218.8282,879,1950350,1950350,"65011,6667",0,0,https://www.wildberries.ru/catalog/81178464/detail.aspx,https://basket-05.wb.ru/vol811/part81178/81178464/images/c246x328/1.jpg,30,30,"29,3",5,51,2450,0,5000,23,1886,1,89,3,2,"29,3",Россия,Женский,2022-05-29,2022-06-06,19,0,0,"4,5",70,Белье / Раздельный купальник,42,38,30,33,35,29,32,24,42,26,39,33,21,32,27,42,41,25,44,37,14,28,21,31,16,27,23,30,28,22,28,19,61500,69300,73500,60900,67200,50400,88200,54600,81900,69300,44100,67200,56700,88200,86100,52500,96800,85100,32200,64400,51450,75950,39200,66150,56350,73500,68600,53900,68600,46550,118,302,263,239,205,286,246,223,178,251,233,197,172,134,94,253,213,174,165,143,425,394,539,517,502,469,448,486,569,564
91153021,купальник женский слитные утягивающие купальник спортивный ,Женщинам/Пляжная мода/Купальники/Слитный купальник,Dirais,ИП Пасека И А,"синий,голубой,голубино-синий,королевский синий,сигнальный синий",384,1,1068,3061,3129,2177,2694.4819,718,1934638,"2001349,6552","64487,9333","66711,6552","3,3333",https://www.wildberries.ru/catalog/91153021/detail.aspx,https://basket-05.wb.ru/vol911/part91153/91153021/images/c246x328/1.jpg,29,29,"24,7586",5,55,3061,0,6804,24,2326,1,90,23,2,"23,9333",Китай,Женский,2022-06-30,2022-03-21,9,0,1,"4,7",97,Белье / Слитный купальник,46,41,18,8,10,11,14,20,22,19,23,19,10,14,11,18,15,17,10,26,31,24,0,33,24,33,36,47,75,92,28,10,39186,17416,31290,34419,43806,62580,68838,59451,71967,59451,31290,43806,34419,56322,46935,53193,26530,68978,82243,63672,0,87549,63672,87549,95508,124691,163275,200284,85708,30610,16,12,4,1,475,454,430,456,551,536,635,781,850,836,828,817,807,789,761,741,0,682,661,634,605,564,484,395,377,384
71537467,Купальник женский корректирующий,Женщинам/Пляжная мода/Купальники/Слитный купальник,365.SOWELL,Мануфактуры 365,черный,1312,0,939,1988,1988,1468,1710.8449,1122,1919568,1919568,"63985,6",0,0,https://www.wildberries.ru/catalog/71537467/detail.aspx,https://basket-04.wb.ru/vol715/part71537/71537467/images/c246x328/1.jpg,30,30,"37,4",4,35,1988,0,3059,23,1531,1,90,16,2,"37,4",Россия,Женский,2022-05-01,2022-05-05,13,0,0,"4,4",80,Белье / Слитный купальник,46,41,91,38,45,47,39,43,53,45,19,34,39,43,48,27,50,46,32,27,21,20,50,47,15,58,38,29,25,26,11,16,133588,65094,77085,80511,66807,73659,90789,77085,32547,58242,66807,73659,82224,46251,85650,78798,53824,45414,35322,33640,84100,79054,25230,97556,63916,57652,49700,51688,21868,31808,936,897,850,803,759,715,661,619,1111,1084,1044,1005,963,947,906,867,840,818,821,1318,1269,1328,1315,1266,1227,1218,1230,1284,1306,1312
111094566,Купальник раздельный больших размеров корректирующий,Женщинам/Пляжная мода/Купальники/Раздельный купальник,Delyamer swim,ИП Медведев А Л,чернильный,768,2,731,2587,2760,2242,2511.6942,762,1913911,1913911,"63797,0333",0,0,https://www.wildberries.ru/catalog/111094566/detail.aspx,https://basket-07.wb.ru/vol1110/part111094/111094566/images/c246x328/1.jpg,30,30,"25,4",5,55,2587,0,5750,23,1992,1,89,12,2,"25,4",Китай,Женский,2022-07-01,2022-07-01,4,0,1,"4,7",93,Белье / Раздельный купальник,42,38,31,26,24,27,24,25,29,22,22,25,23,26,17,14,16,24,48,31,32,51,37,29,8,38,20,26,20,23,11,13,81995,68770,63480,71415,63480,66125,76705,58190,58190,66125,60835,68770,44965,37030,42320,63480,107616,69502,71744,114342,82954,65018,17936,85196,55200,71760,55200,63480,28457,33631,704,687,669,646,632,618,596,583,576,563,548,530,551,681,673,658,623,602,583,553,522,505,496,462,706,688,682,737,755,768
66725581,Купальник женский раздельный с высокой посадкой спортивный,Женщинам/Пляжная мода/Купальники/Раздельный купальник,Larisabelle,ИП Зинченко Л В,черный,124,0,319,2772,2772,2572,2627.9163,717,1884216,"1949188,9655","62807,2","64972,9655","3,3333",https://www.wildberries.ru/catalog/66725581/detail.aspx,https://basket-04.wb.ru/vol667/part66725/66725581/images/c246x328/1.jpg,29,29,"24,7241",5,64,2772,0,7700,23,2134,1,89,186,1,"23,9",Китай,Женский,2022-03-06,2022-03-20,13,0,1,"4,7",87,Белье / Раздельный купальник,42,38,29,11,34,24,34,33,43,31,20,20,23,21,28,40,22,34,53,24,37,28,0,5,9,24,22,17,15,16,9,11,75951,28809,89046,62856,88434,84876,110596,79732,51440,51440,59156,54012,72016,102880,56584,87448,136316,64128,98864,74816,0,13860,24948,66528,60984,47124,41580,44352,24948,30492,185,186,157,237,235,200,162,144,133,115,101,92,269,237,222,194,143,127,97,73,0,54,60,153,139,132,129,124,125,124
70078537,Раздельный купальник с высокой посадкой,Женщинам/Пляжная мода/Купальники/Раздельный купальник,Sheldi,ИП Шеленина Юлия Анатольевна,леопардовый,434,0,431,2085,2085,2085,2085.0,859,1791015,"1852774,1379","59700,5","61759,1379","3,3333",https://www.wildberries.ru/catalog/70078537/detail.aspx,https://basket-04.wb.ru/vol700/part70078/70078537/images/c246x328/1.jpg,29,29,"29,6207",5,21,2085,0,2640,23,1605,1,89,10,2,"28,6333",Китай,Женский,2022-03-24,2022-02-04,7,0,0,"4,4",70,Белье / Раздельный купальник,42,38,26,25,28,26,23,24,32,26,19,30,24,32,20,27,27,56,25,44,48,35,53,20,28,45,23,46,12,0,19,16,54210,52125,58380,54210,47955,50040,66720,54210,39615,62550,50040,66720,41700,56295,56295,116760,52125,91740,100080,72975,110505,41700,58380,93825,47955,95910,25020,0,39615,33360,619,601,581,563,555,676,663,638,618,593,649,705,692,670,646,592,575,626,584,553,501,487,459,422,408,367,386,0,439,434
29368883,Купальник слитный женский сплошной закрытый утягивающий спортивный для бассейна пляжная мода,Женщинам/Пляжная мода/Купальники/Слитный купальник,Delyamer swim,ИП Петренко Галина Ивановна,черный,453,1,872,3068,3068,2645,2695.3268,664,1789697,1789697,"59656,5667",0,0,https://www.wildberries.ru/catalog/29368883/detail.aspx,https://basket-03.wb.ru/vol293/part29368/29368883/images/c246x328/1.jpg,30,30,"22,1333",5,42,3068,0,5290,24,2331,1,90,38,2,"22,1333",Китай,Женский,2021-05-30,2021-06-04,6,0,1,"4,7",100,Белье / Слитный купальник,46,41,20,25,39,24,15,16,30,17,26,21,20,21,29,36,40,26,29,22,27,22,18,29,19,14,22,14,9,17,5,12,52900,66125,103155,63480,39675,42320,79350,44965,68770,55545,52900,55545,76705,95220,105800,68770,76705,58190,71415,58190,47610,76705,50255,37030,67496,42952,27612,52156,15340,36816,626,613,586,566,561,561,533,586,567,565,554,538,513,529,484,472,453,441,419,412,401,391,385,387,375,378,392,454,453,453
79708671,Купальник женский раздельный бикини,Женщинам/Пляжная мода/Купальники/Раздельный купальник,Semer_Store,ИП Семернина Д С,бежевый,113,0,492,2150,3500,1700,2404.8649,740,1779600,1779600,59320,0,0,https://www.wildberries.ru/catalog/79708671/detail.aspx,https://basket-05.wb.ru/vol797/part79708/79708671/images/c246x328/1.jpg,30,30,"24,6667",4,57,2150,0,5000,23,1655,1,89,9,1,"24,6667",Китай,Женский,2022-05-13,2022-05-21,4,0,1,"4,3",80,Белье / Раздельный купальник,42,38,17,13,9,4,22,73,80,36,13,19,10,11,14,10,8,10,3,6,5,7,8,41,17,23,35,22,63,66,45,50,47600,33800,23400,10400,37400,124100,196000,88200,31850,46550,30000,38500,49000,35000,28000,35000,10500,21000,17500,24500,20800,106600,44200,59800,91000,47300,135450,141900,96750,107500,53,45,34,33,216,219,115,77,61,46,38,29,28,25,22,22,27,26,24,21,14,444,419,393,360,340,273,202,156,113
56905094,Раздельный купальник женский для пляжа,Женщинам/Пляжная мода/Купальники/Раздельный купальник,BUSTOGRAM SWIM,ООО АМА,черный,369,0,407,2092,2092,1999,2003.2034,885,1772835,1772835,"59094,5",0,0,https://www.wildberries.ru/catalog/56905094/detail.aspx,https://basket-04.wb.ru/vol569/part56905/56905094/images/c246x328/1.jpg,30,30,"29,5",5,55,2092,0,4650,23,1611,1,89,7,2,"29,5",Россия,Женский,2022-01-05,2022-01-17,10,0,1,"4,7",100,Белье / Раздельный купальник,42,38,32,34,32,32,33,14,43,40,36,26,34,35,30,31,36,18,14,30,30,25,27,23,22,37,23,35,24,27,22,40,63968,67966,63968,63968,65967,27986,85957,79960,71964,51974,67966,69965,59970,61969,71964,35982,27986,59970,59970,49975,53973,45977,43978,73963,45977,69965,47976,53973,43978,83680,318,280,257,261,233,222,215,180,152,214,222,322,298,276,251,280,410,393,371,352,386,367,347,326,314,284,273,411,393,369
30011628,Купальник слитный с чашкой закрытый больших размеров бассейн,Женщинам/Пляжная мода/Купальники/Слитный купальник,Aesthetic brand,ИП Корнюхин Михаил Сергеевич,черный,1551,0,2922,2082,2082,2082,2082.0,848,1765536,1765536,"58851,2",0,0,https://www.wildberries.ru/catalog/30011628/detail.aspx,https://basket-03.wb.ru/vol300/part30011/30011628/images/c246x328/1.jpg,30,30,"28,2667",5,61,2082,0,5340,23,1603,1,90,21,2,"28,2667",Китай,Женский,2021-06-06,2021-06-15,18,0,1,"4,8",100,Белье / Слитный купальник,46,41,31,32,28,30,31,29,26,26,18,32,24,25,12,28,40,25,16,22,31,42,34,18,6,22,32,40,28,42,44,34,64542,66624,58296,62460,64542,60378,54132,54132,37476,66624,49968,52050,24984,58296,83280,52050,33312,45804,64542,87444,70788,37476,12492,45804,66624,83280,58296,87444,91608,70788,1121,1107,1089,1064,1038,1015,1469,1494,1483,1457,1435,1418,1419,1402,1373,1357,1673,1793,1768,1731,1756,1741,1745,1731,1707,1676,1657,1617,1578,1551
